Index,X,Y,Z,Target_X,Target_Y,Target_Z
303,0.119749,-0.000271544,0.000429726,0.052501,-0.00017537,0.000323824
304,0.116016,-0.000263886,0.000418887,0.052501,-0.00017537,0.000323824
305,0.112282,-0.00025625,0.000408195,0.052501,-0.00017537,0.000323824
306,0.108549,-0.000248633,0.00039765,0.052501,-0.00017537,0.000323824
307,0.104815,-0.000241035,0.000387252,0.052501,-0.00017537,0.000323824
308,0.101082,-0.000233452,0.000376998,0.052501,-0.00017537,0.000323824
309,0.0973478,-0.000225884,0.000366888,0.052501,-0.00017537,0.000323824
310,0.093614,-0.000218329,0.000356921,0.052501,-0.00017537,0.000323824
311,0.0898802,-0.000210786,0.000347098,0.052501,-0.00017537,0.000323824
312,0.0878256,-0.000207652,0.000343507,0.052501,-0.00017537,0.000323824
313,0.085771,-0.000204517,0.00033996,0.052501,-0.00017537,0.000323824
314,0.0837163,-0.000201379,0.000336456,0.052501,-0.00017537,0.000323824
315,0.0816617,-0.00019824,0.000332997,0.052501,-0.00017537,0.000323824
316,0.079607,-0.000195098,0.00032958,0.052501,-0.00017537,0.000323824
317,0.0775523,-0.000191953,0.000326207,0.052501,-0.00017537,0.000323824
318,0.0754976,-0.000188805,0.000322878,0.052501,-0.00017537,0.000323824
319,0.0734429,-0.000185654,0.000319591,0.052501,-0.00017537,0.000323824
320,0.0713881,-0.000182499,0.000316347,0.052501,-0.00017537,0.000323824
321,0.0693334,-0.00017934,0.000313146,0.052501,-0.00017537,0.000323824
322,0.0683893,-0.000178613,0.000312712,0.052501,-0.00017537,0.000323824
323,0.0674452,-0.000177882,0.000312287,0.052501,-0.00017537,0.000323824
324,0.0665011,-0.000177147,0.00031187,0.052501,-0.00017537,0.000323824
325,0.0655571,-0.000176408,0.000311463,0.052501,-0.00017537,0.000323824
326,0.064613,-0.000175664,0.000311064,0.052501,-0.00017537,0.000323824
327,0.0636689,-0.000174916,0.000310674,0.052501,-0.00017537,0.000323824
328,0.0627248,-0.000174163,0.000310293,0.052501,-0.00017537,0.000323824
329,0.0617807,-0.000173407,0.000309921,0.052501,-0.00017537,0.000323824
330,0.0608366,-0.000172645,0.000309557,0.052501,-0.00017537,0.000323824
331,0.0598925,-0.00017188,0.000309202,0.052501,-0.00017537,0.000323824
332,0.0594757,-0.000171921,0.000309484,0.052501,-0.00017537,0.000323824
333,0.0590589,-0.00017196,0.000309767,0.052501,-0.00017537,0.000323824
334,0.0586421,-0.000171996,0.000310051,0.052501,-0.00017537,0.000323824
335,0.0582253,-0.000172029,0.000310337,0.052501,-0.00017537,0.000323824
336,0.0578085,-0.00017206,0.000310624,0.052501,-0.00017537,0.000323824
337,0.0573917,-0.000172089,0.000310912,0.052501,-0.00017537,0.000323824
338,0.0569749,-0.000172115,0.000311201,0.052501,-0.00017537,0.000323824
339,0.0565581,-0.000172138,0.000311491,0.052501,-0.00017537,0.000323824
340,0.0561413,-0.000172159,0.000311783,0.052501,-0.00017537,0.000323824
341,0.0557245,-0.000172178,0.000312075,0.052501,-0.00017537,0.000323824
342,0.0555423,-0.000172367,0.000312378,0.052501,-0.00017537,0.000323824
343,0.0553602,-0.000172555,0.000312681,0.052501,-0.00017537,0.000323824
344,0.055178,-0.000172742,0.000312983,0.052501,-0.00017537,0.000323824
345,0.0549958,-0.000172928,0.000313285,0.052501,-0.00017537,0.000323824
346,0.0548137,-0.000173112,0.000313586,0.052501,-0.00017537,0.000323824
347,0.0546315,-0.000173296,0.000313887,0.052501,-0.00017537,0.000323824
348,0.0544494,-0.000173478,0.000314188,0.052501,-0.00017537,0.000323824
349,0.0542672,-0.000173659,0.000314488,0.052501,-0.00017537,0.000323824
350,0.054085,-0.000173838,0.000314788,0.052501,-0.00017537,0.000323824
351,0.0539029,-0.000174017,0.000315087,0.052501,-0.00017537,0.000323824
352,0.0538235,-0.000174179,0.000315287,0.052501,-0.00017537,0.000323824
353,0.0537441,-0.000174341,0.000315486,0.052501,-0.00017537,0.000323824
354,0.0536647,-0.000174502,0.000315685,0.052501,-0.00017537,0.000323824
355,0.0535852,-0.000174662,0.000315882,0.052501,-0.00017537,0.000323824
356,0.0535058,-0.000174822,0.000316079,0.052501,-0.00017537,0.000323824
357,0.0534264,-0.000174982,0.000316276,0.052501,-0.00017537,0.000323824
358,0.053347,-0.000175141,0.000316471,0.052501,-0.00017537,0.000323824
359,0.0532676,-0.000175299,0.000316666,0.052501,-0.00017537,0.000323824
360,0.0531882,-0.000175457,0.00031686,0.052501,-0.00017537,0.000323824
361,0.0531088,-0.000175615,0.000317053,0.052501,-0.00017537,0.000323824
362,0.0530742,-0.000175723,0.000317164,0.052501,-0.00017537,0.000323824
363,0.0530396,-0.00017583,0.000317274,0.052501,-0.00017537,0.000323824
364,0.053005,-0.000175937,0.000317383,0.052501,-0.00017537,0.000323824
365,0.0529704,-0.000176045,0.000317491,0.052501,-0.00017537,0.000323824
366,0.0529358,-0.000176152,0.000317599,0.052501,-0.00017537,0.000323824
367,0.0529012,-0.000176259,0.000317706,0.052501,-0.00017537,0.000323824
368,0.0528665,-0.000176365,0.000317812,0.052501,-0.00017537,0.000323824
369,0.0528319,-0.000176472,0.000317917,0.052501,-0.00017537,0.000323824
370,0.0527973,-0.000176578,0.000318021,0.052501,-0.00017537,0.000323824
371,0.0527627,-0.000176684,0.000318124,0.052501,-0.00017537,0.000323824
372,0.0527476,-0.000176749,0.000318178,0.052501,-0.00017537,0.000323824
373,0.0527326,-0.000176814,0.000318231,0.052501,-0.00017537,0.000323824
374,0.0527175,-0.000176878,0.000318283,0.052501,-0.00017537,0.000323824
375,0.0527024,-0.000176943,0.000318334,0.052501,-0.00017537,0.000323824
376,0.0526873,-0.000177008,0.000318384,0.052501,-0.00017537,0.000323824
377,0.0526722,-0.000177072,0.000318434,0.052501,-0.00017537,0.000323824
378,0.0526571,-0.000177137,0.000318482,0.052501,-0.00017537,0.000323824
379,0.052642,-0.000177202,0.00031853,0.052501,-0.00017537,0.000323824
380,0.0526269,-0.000177267,0.000318577,0.052501,-0.00017537,0.000323824
381,0.0526118,-0.000177332,0.000318622,0.052501,-0.00017537,0.000323824
382,0.0526053,-0.000177369,0.000318643,0.052501,-0.00017537,0.000323824
